data_id;rule_id;context_type;base_form;transformed_form;full_context_de;full_context_en;focus_element;transformation_type;case_involved;person_number;tense_mood;difficulty;tags;cultural_note
GD481;G011;transformation;fernsehen -> ferngesehen;hast du ferngesehen;Hast du gestern Abend ferngesehen?;Did you watch TV yesterday evening?;Participle Formation;tense_change;;2sg;perfekt;4;perfekt,haben,separable-verb;
GD482;G020;transformation;Du passt auf!;Pass auf!;Command formation;mood_change;;2sg;imperative;3;separable-verb,imperative;`aufpassen` means 'to pay attention/watch out'.
GD483;G020;transformation;Ihr steht auf!;Steht auf!;Command formation;mood_change;;2pl;imperative;3;separable-verb,imperative;
GD484;G023;word_order;Ich helfe dir, wenn du mich nett fragst.;Ich helfe dir, wenn du mich nett fragst.;Conditional Clause;word_order;;2sg;present;4;conjunction,wenn;
GD485;G023;word_order;Ruf mich an, bevor du kommst!;Ruf mich an, bevor du kommst!;Command with Subordinate Clause;word_order;;2sg;imperative;5;conjunction,bevor,imperative;
GD486;reflexive_verb;sich beschweren über;der Kunde beschwert sich;Der Kunde beschwert sich über den Lärm.;The customer complains about the noise.;Reflexive with Preposition;reflexive;acc;3sg;present;4;reflexive,preposition;
GD487;reflexive_verb;sich bedanken für;ich bedanke mich für;Ich bedanke mich für Ihre Hilfe.;I thank you for your help.;Reflexive with Preposition;reflexive;acc;1sg;present;4;reflexive,preposition,formal;
GD488;G016;declension;er;ihm;Der Film hat ihm nicht gefallen.;He didn't like the movie.;Pronoun case;declension;dat;3sg;perfekt;4;dative,pronoun-case;
GD489;G016;declension;sie (pl);ihnen;Ich habe ihnen alles erklärt.;I explained everything to them.;Pronoun case;declension;dat;1sg;perfekt;4;dative,pronoun-case;
GD490;G006;declension;wer;wen;Wen hast du eingeladen?;Whom did you invite?;Question word case;declension;acc;2sg;perfekt;4;question-word,accusative;
GD491;G010;transformation;Ich muss den Termin absagen.;Ich musste den Termin absagen.;Present -> Präteritum (Modal);tense_change;;1sg;präteritum;4;präteritum,modal;
GD492;G010;transformation;Sie kann sehr gut malen.;Sie konnte sehr gut malen.;Present -> Präteritum (Modal);tense_change;;3sg;präteritum;4;präteritum,modal;
GD493;G008;transformation;Wir waren am Meer.;Wart ihr auch am Meer?;Präteritum Statement -> Question;word_order;;2pl;präteritum;3;präteritum,sein,question;
GD494;G008;transformation;Ich hatte keine Ahnung.;Hattest du eine Ahnung?;Präteritum Statement -> Question;word_order;;2sg;präteritum;3;präteritum,haben,question;
GD495;G021;transformation;wegwerfen;wirf das weg;Wirf das bitte weg!;Please throw that away!;Separable Verb Command;mood_change;;2sg;imperative;4;separable-verb,imperative,irregular;
GD496;G021;transformation;vorschlagen;ich schlage vor;Ich schlage vor, dass wir eine Pause machen.;I suggest that we take a break.;Separable Verb Sentence;word_order;;1sg;present;4;separable-verb,conjunction;
GD497;G011;transformation;streiten -> gestritten;sie haben gestritten;Sie haben sich schon wieder gestritten.;They have argued again.;Reflexive Perfekt;tense_change;acc;3pl;perfekt;4;perfekt,haben,reflexive;
GD498;G012;transformation;einschlafen -> eingeschlafen;ich bin eingeschlafen;Ich bin gestern früh eingeschlafen.;I fell asleep early yesterday.;Reflexive Perfekt;tense_change;;1sg;perfekt;4;perfekt,sein,separable-verb;
GD499;G019;sentence_structure;Ich warte vor (die Tür).;Ich warte vor der Tür.;Location -> Dative;declension;dat;1sg;present;4;two-way-preposition,location;
GD500;G019;sentence_structure;Ich gehe vor (die Tür).;Ich gehe vor die Tür.;Direction -> Accusative;declension;acc;1sg;present;4;two-way-preposition,direction;
